	2007-06-02_1 Relative Abundance (%)	2007-07-05_1 Relative Abundance (%)	2007-08-17_1 Relative Abundance (%)	2007-10-19_1 Relative Abundance (%)	2007-11-09_1 Relative Abundance (%)	2007-12-14_1 Relative Abundance (%)	2008-01-15_1 Relative Abundance (%)	2008-02-20_1 Relative Abundance (%)	2008-04-16_1 Relative Abundance (%)	2008-05-21_1 Relative Abundance (%)	2008-06-11_1 Relative Abundance (%)	2008-08-18_1 Relative Abundance (%)	2008-09-19_1 Relative Abundance (%)	2008-10-08_1 Relative Abundance (%)	2008-11-13_1 Relative Abundance (%)	2008-12-15_1 Relative Abundance (%)	2009-01-12_1 Relative Abundance (%)	2009-02-13_1 Relative Abundance (%)	2009-03-25_1 Relative Abundance (%)	2009-04-17_1 Relative Abundance (%)	2009-05-26_1 Relative Abundance (%)	2009-06-09_1 Relative Abundance (%)	2009-07-20_1 Relative Abundance (%)	2009-08-24_1 Relative Abundance (%)	2009-09-10_1 Relative Abundance (%)	2009-10-19_1 Relative Abundance (%)	2009-11-19_1 Relative Abundance (%)	2009-12-15_1 Relative Abundance (%)
ACTI_23	0.61078215	0.6655962	0.23363258	0.15596323	0.34428582	0.75620943	0.8907469	0.25559515	0.96857446	0.77642125	0.6781138	0.059391912	0.044767737	0.053641915	0.22343847	1.7233609	0.95077485	0.4068203	0.44486877	0.36850697	0.38522166	0.6597131	0.23271883	0.1507191	0.31101623	0.18474834	0.3560465	1.2816107
DEIN_01	0.09051508	0.070795424	0.041805822	0.03230149	0.07872558	0.072863564	0.04736843	0.101492375	0.024537738	0.039247714	0.09756507	0.09085547	0.054825176	0.024343422	0.037987716	0.026431728	0.05390674	0.07388004	0.086871624	0.07435188	0.16628473	0.099029906	0.09987568	0.07754486	0.07237031	0.101985216	0.070947856	0.10476896
BACT_82	0	0	0	0	0	0	0	0.035968874	0.16994856	0.028623793	0.015543207	0	0	0	0	0	0	0.035688065	0.08401699	0.213019	0.059426542	0.009486652	0	0	0	0	0	0
SPIR_07	0.04193944	0.053434193	0.11542213	0.016493553	0	0.029004969	0	0.039742284	0.02963524	0.0633021	0.076294035	0.18308567	0	0	0.015501319	0	0	0.03232262	0.06645575	0.07935839	0.08023198	0.021481616	0.029637683	0.094893746	0.07192224	0.04420692	0.07634738	0.04703296
VERR_03	0.10641477	0	0	0	0.011981594	0.06358295	0.10869683	0.011117194	0.011761029	0	0	0	0	0	0	0	0	0	0	0.12406639	0.058550633	0.035430916	0.016214658	0.047623206	0.02534643	0.04771541	0.032417167	0
PROT_69	0.85283905	0.80703133	0.5299989	0.83321464	0.99058366	1.2143958	0.8855431	0.502363	0.7092654	0.42750934	0.37620977	0.30013752	0.69773245	0.40685293	0.23132321	0.13185357	0.12437676	0.10322557	0.088111736	0.07212246	0.3492712	0.49998423	0.30440757	0.2255563	0.23767024	0.3153851	0.2052054	0.34381145
PLAN_72	0.029544486	0.019837564	0.02072933	0.016632328	0.033640653	0.087957814	0.037044678	0.016858468	0.07511456	0.054051958	0.03357948	0.039915536	0.076738425	0.07324795	0.038046237	0.0378906	0.057236943	0.06566798	0.120256215	0.10449942	0.063172564	0.053155307	0.041105628	0.020138718	0.017779185	0.05701295	0.06581242	0.045040432
VERR_29	0.33049676	0.06935397	0	0	0.015100753	0.21291251	0.4490452	0.09438551	0.23172052	0.10267955	0.119946554	0	0	0	0	0	0.06390561	0.44694504	0.15499534	0.15551819	0.08066967	0.17990248	0.01637676	0	0	0	0	0.06124923
UBP7_02	0.04828087	0.051599	0.01400613	0.065868415	0.29181743	0.08640739	0.06814003	0.034504395	0.02570844	0.08446169	0.06999199	0.15544407	0.30789435	0.252636	0.1549613	0.048269838	0.02289006	0.009331616	0.013267331	0.007140565	0.12710074	0.27732533	0.3814892	0.16635863	0.17179471	0.16506867	0.13428389	0.054005302
PROT_128	0.058338627	0.046652537	0.02934657	0.025994098	0.03154993	0.043891847	0.025071977	0.07570969	0.06943946	0.09390203	0.07271321	0.041093122	0.024443863	0.021015232	0.042265598	0.052683767	0.05521777	0.16501746	0.14068384	0.09340806	0.08537056	0.068446785	0.044598043	0.04966504	0.036619604	0.03279967	0.0364307	0.07774478
CHLO_75	0	0	0	0	0	0	0	0.05450931	0.054750364	0.017119199	0.017845595	0	0	0	0	0.06350259	0.67905015	0.4416167	0.4067537	0.39585814	0.11725896	0.0930193	0.026182882	0	0	0	0	0
PLAN_27	0.053265847	0.04988053	0.054916423	0.05902992	0.07959834	0.15600762	0.12476942	0.052914213	0.22048612	0.15584902	0.12294233	0.07381551	0.051144235	0.042418938	0.062282737	0.04185288	0.03141535	0.04565262	0.0732689	0.07800811	0.17135303	0.15938844	0.05201467	0.07568869	0.09046372	0.09380278	0.05813361	0.101361565
ACTI_15	0.1468474	0.30750498	0.26342246	0.09286168	0.08672165	0.17852587	0.11417958	0.1047208	0.04430545	0.15730622	0.3493578	0.2134746	0.096031375	0.075367816	0.16628389	0.070472844	0.05168647	0.046873346	0.124162346	0.12316118	0.29529804	0.23642659	0.30411103	0.18943632	0.1349814	0.09520211	0.1210856	0.1611301
PROT_56	0.42170724	0.31506476	0.7375657	0.4756808	0.55451375	0.6392183	0.40942982	0.25087273	0.36387777	0.32376173	0.29095015	0.33031937	0.5173404	0.25853634	0.356122	0.3180668	0.3907435	0.16105731	0.14186718	0.11177262	0.29691914	0.25046468	0.21143869	0.28005934	0.36613113	0.5882432	0.42222592	0.5088604
PROT_96	0.4189016	0.234179	0.2127562	0.22556342	0.20474422	0.35495996	0.8097491	0.91584504	0.44209412	0.18830045	0.27404463	0.23685254	0.33249208	0.29360768	0.13198447	0.27888954	0.824303	0.8068466	0.34272823	0.44596028	0.19480892	0.27479723	0.19204856	0.13477264	0.12970169	0.14274289	0.1077956	0.26977548
BACT_35	0.022117577	0.21102396	0.09967171	0.016497072	0	0.01222538	0	0.042989936	0.008973709	0.35904208	0.3170931	0.049791355	0	0	0.030745314	0.012961408	0.010096063	0.04485147	0.0924312	0.052721344	0.25632805	0.106338166	0.0853884	0.46865195	0.36468536	0.10980282	0.24533378	0.1294556
BACT_76	0.03627128	0	0	0	0	0	0	0.16697855	0.04560786	0.02403512	0.018999873	0	0	0	0	0	0.007325069	0.01970088	0.054977663	0.17275177	0.088175856	0.03747641	0	0	0	0	0	0.014506166
FIRM_04	0.025961012	0.058366366	0.14814067	0.025967868	0.089290574	0.017281182	0.040405296	0.013211261	0.029785417	0.022089284	0.054883517	0.048244517	0.06237094	0.056529514	0.16816302	0.04204352	0.023921113	0.01740995	0.027675405	0.04512423	0.098580636	0.048622362	0.14500433	0.05908508	0.10335779	0.06917017	0.11381621	0.042182077
PROT_236	0.11330273	0.030925432	0.011511765	0	0	0	0.008161587	0.009463201	0.067007914	0.114898756	0.06927907	0.03178274	0.017522788	0.009640778	0.008596487	0.012191243	0.022730865	0.05219613	0.122291766	0.07136763	0.092625976	0.092259675	0.027481087	0	0	0	0	0.010626194
PLAN_39	0.061043836	0.03909894	0.022921043	0.011580078	0.012539557	0.036937	0.045220293	0.029172406	0.16217656	0.06179968	0.031038875	0.039293017	0.029270707	0.034242343	0.046383273	0.070667535	0.1143964	0.108037114	0.06092159	0.063917324	0.07733031	0.076430716	0.01753582	0.012113842	0.011819906	0.028859206	0.07323065	0.07156991
ACTI_18	0.56851524	0.3697149	0.11271891	0.3370127	0.38592598	0.7017762	1.2374254	0.21611746	1.2695549	0.49988213	0.45419204	0.4528338	0.76256204	0.45913008	0.40433043	0.29162452	0.63372135	0.43345806	0.46002945	0.6169566	0.5901125	0.5361658	0.31144688	0.2252316	0.3090671	0.3132762	0.2344865	0.7185522
PROT_14	0.120931126	0.07883448	0.015796805	0	0	0.028901735	0.017540818	0.17234795	0.021450162	0.030769972	0.02788738	0.041732825	0	0	0	0	0	0.0876266	0.5925082	0.31921592	0.09741254	0.036499858	0.02613669	0.15680118	0.16570458	0.081821285	0.039112784	0.13816501
SPIR_02	0.027358063	0.01609095	0.031413138	0.011473357	0	0.007616984	0	0	0.007715286	0.05544596	0.030130854	0.08758722	0	0	0	0	0	0.009955102	0.009597231	0	0.091099866	0.056219604	0.026622951	0.11118655	0.10700676	0.046928745	0.020477679	0.037402004
PLAN_54	0.050899964	0.056810454	0.07830744	0.060933758	0.06321828	0.058529023	0.06930729	0.030982057	0.09317262	0.062058084	0.09890396	0.088362716	0.05996783	0.061663266	0.07684272	0.0511562	0.061000165	0.041403696	0.08706927	0.09339676	0.11687254	0.11040784	0.07862873	0.04325821	0.04757877	0.066193536	0.07834827	0.06327255
BACT_21	0	0	0	0	0	0	0	0	0	0	0	0.020169536	0	0	0	0.063346975	0.080073655	0.040910702	0.028601646	0.053767018	0.106292844	0.07233822	0.014129002	0	0	0.02501016	0.08609954	0.028999958
PATE_10	0.079985686	0.14538887	0.06731867	0.015001822	0.031112764	0.03606596	0.036550544	0.016049253	0.013891085	0	0	0.053350557	0.13713376	0.06878182	0.028400619	0.024223058	0.037591998	0.044441264	0.017571539	0	0.016176412	0.022519415	0.22456759	0.10410921	0.15186368	0.013112927	0.01753709	0.018824842
PROT_183	0.0581122	0.010352871	0	0	0.008189688	0	0	0	0.011410452	0.06784426	0.037340112	0.05915523	0	0	0.03279852	0.006705236	0.013166793	0.07137072	0.0431959	0.031873964	0.05925408	0.033319153	0.018218674	0.074078724	0.05369621	0.039215367	0.022618873	0.026900131
FIRM_06	0.022684662	0.022613727	0.02392333	0.024137886	0.022204047	0.022143312	0.019320989	0.014672924	0.028779544	0.018046388	0.03014856	0.025566293	0.06937778	0.03745932	0.015051759	0.014174423	0.033413764	0.028461752	0.044047203	0.036355205	0.03778168	0.03523583	0.042634882	0.03369393	0.049673077	0.049258012	0.06273097	0.041722804
PLAN_55	0.012901382	0.036030084	0.04765562	0.07070642	0.08159151	0.060173113	0.039319474	0.018115222	0.010224775	0.01803775	0.036753237	0.051821247	0.11112475	0.111457966	0.08448487	0.055584416	0.055990353	0.040707376	0.06904128	0.052936606	0.051047195	0.023969403	0.07483732	0.05300238	0.042054445	0.060554348	0.1611546	0.0633014
VERR_30	0.042485397	0.03187368	0	0.020795211	0.053465173	0.30522627	0.076743826	0.19993573	0.07276529	0.03882707	0.025774162	0.024904134	0.038164422	0.013639439	0.012214737	0.06341034	0.20302147	0.15260401	0.14195088	0.08075874	0.052629426	0.056207232	0.03118454	0.023190606	0.01869258	0.04648957	0.02532576	0.09512295
PATE_25	0.03888435	0.12191706	0.028901588	0.052235767	0.12633947	0.060653362	0.059516925	0	0.02476629	0.017520905	0.031059155	0.011844573	0.025768315	0	0.15240061	0.10215004	0.01212403	0.008313577	0	0	0	0.01220784	0.118427165	0.0812179	0.1830308	0.04295814	0.044817083	0.079604484
ACTI_51	0.04675663	0.077360034	0.12159171	0.059985537	0.069006324	0.056802925	0.041657932	0.09803796	0.023126306	0.051053625	0.060001016	0.25312668	0.15128382	0.16152152	0.108026594	0.13019261	0.0888347	0.1031882	0.21672608	0.15543167	0.08884704	0.07810976	0.09236941	0.073299624	0.075444475	0.10653844	0.18141222	0.1379816
PROT_15	0.06751039	0.039511055	0.038922213	0	0.2070105	0.012614931	0.010578728	0.053312145	0.061723266	0.111137405	0.03646416	0.058257315	0	0.012787397	0.15512672	0.17805228	0.052023064	0.16497307	0.1347966	0.1458744	0.043093324	0.022826513	0.01551373	0.06421141	0.11746781	0.020256782	0.014955352	0.05131085
PROT_203	0.018371083	0	0	0	0.010164807	0	0	0	0	0	0	0.029312426	0.009502896	0.01218642	0	0.013532581	0.023903724	0.028071918	0.084996216	0.091589384	0.022030868	0.02176773	0.04116484	0	0	0	0	0
ACTI_45	0.16821842	0.13305512	0.02492109	0	0.019718485	0.17900036	0.24595907	0.10326626	0.12503284	0.23717701	0.7898736	0.03487811	0.038290776	0.033284504	0.01845409	0.017953074	0.019385187	0.022353994	0.16479217	0.7666485	0.7828839	0.2997841	0.16201074	0.106064394	0.816865	0.064265795	0.081590116	0.16091871
BACT_40	0.007331722	0.058886774	0.06809279	0.012582704	0.012853002	0.015829159	0	0	0.010305345	0.10497757	0.08002963	0.05650236	0	0	0	0	0	0.009524046	0	0	0.013698924	0.01596409	0.023786739	0.30124465	0.16754387	0.2020712	0.08059491	0.09245299
ACTI_01	0	0	0	0	0	0.009253438	0.21521349	0.16022271	0.007349951	0	0	0	0	0	0	0.036343902	0.5833099	0.41410455	0.037271637	0	0.007830613	0	0	0	0	0	0	0
PROT_57	0.2798076	0.28992125	0.29263332	0.41244185	0.3456417	0.24143744	0.17551635	0.051929127	0.07401183	0.092416316	0.11310041	0.2932561	0.6032765	0.5188237	0.2863858	0.22169463	0.15866137	0.09368276	0.13034424	0.08884756	0.25093803	0.3320424	0.400618	0.3015227	0.25054887	0.282432	0.19132617	0.15508077
ACTI_52	0.7521327	0.8794216	1.6340168	1.0589281	0.9969473	0.70701146	0.8535099	0.44300416	0.61535716	0.4026641	0.68124354	0.68238586	1.7620933	1.8959584	0.8411567	0.5685269	0.64153314	0.28385	0.3760879	0.28514153	0.32709002	0.7975871	0.9264695	0.45265365	0.5494886	0.54274464	0.4370841	0.58256245
PROT_51	0.13004602	0.12341948	0.084615394	0.09964444	0.09081956	0.08837034	0.08046926	0.053389456	0.08831349	0.11142378	0.12139005	0.10545674	0.06640205	0.056310993	0.062493023	0.042588066	0.05102224	0.0637523	0.110292576	0.11657784	0.16280203	0.1652212	0.12463036	0.075730644	0.077396266	0.061767522	0.061553814	0.0460658
BDEL_24	0	0	0	0.027498305	0.034708686	0.014333128	0.008237879	0	0	0	0	0	0.008419307	0	0.007161851	0	0	0	0	0	0.05359215	0.071881086	0.079043984	0.016535265	0.037239876	0.10158242	0.061831854	0.050358403
BACT_119	0.06437945	0.019519249	0	0	0	0	0.02885199	0.0942393	0.029531714	0.039157845	0.05417916	0.017838513	0	0	0	0.010345086	0.044524644	0.13022295	0.123158805	0.083583586	0.08462338	0.07454748	0.052437443	0.020258356	0.017686047	0	0	0.022144055
ACTI_03	0.017886817	0	0	0	0	0.14103495	0.26319012	0.045241002	0.017377242	0.010744988	0.014170091	0	0	0	0	0.014999007	0.031535603	0.03858029	0.16923758	0.06773062	0.10461918	0.04920536	0.062472057	0	0	0	0	0
VERR_34	0	0.010128614	0.029136699	0.3405706	0.2401442	0.14147332	0.07364399	0.026808895	0.07993958	0.034752425	0.12720032	0.25866935	0.192014	0.35200343	0.06987034	0.14395064	0.09562266	0.08791221	0.07442342	0.02779869	0	0.009940865	0.18160713	0.07400053	0.1422855	0.24671787	0.1803924	0.07513129
OLB16_01	0	0	0	0	0	0	0	0	0	0	0	0.009670839	0.008063491	0	0.007678602	0	0	0	0	0	0.010617399	0.022871178	0.03034122	0.027344989	0.035702217	0.0397047	0.024292769	0.019747976
ACTI_31	0.023892049	0.019961204	0.02011585	0.025722276	0.027583709	0.0346885	0.044080723	0.18966694	0.28096524	0.062298976	0.029369093	0.020743093	0.032831863	0.03452884	0.028590644	0.042103015	0.06765387	0.24125952	0.23023468	0.32659614	0.03700881	0.031173233	0.021046935	0	0	0.018029898	0.022962797	0.022919856
BDEL_25	0.021128803	0.019844765	0.06852457	0.0717423	0.07701458	0.09799813	0.07915103	0	0	0.033734024	0.05707482	0.08041313	0.04106877	0.032060243	0.021305267	0.021690726	0.025585275	0.023142004	0.09106788	0.05306236	0.069552444	0.011476115	0.104815036	0.027336618	0.056450613	0.025614649	0.031114254	0.015452747
PROT_58	0.19186993	0.1432801	0.1611505	0.28373137	0.2771757	0.20892425	0.13499424	0.06934696	0.13572131	0.118690856	0.11543774	0.14904894	0.1716946	0.13240996	0.116567016	0.0787561	0.0960829	0.056640077	0.08315332	0.08237804	0.12843823	0.14151481	0.15540943	0.112153985	0.11613342	0.18887056	0.12203123	0.07408472
PROT_17	0	0	0	0	0	0	0	0	0	0	0	0.010746634	0	0	0.01327434	0.063454136	0.42152363	0.368637	0.34799638	0.5828846	0.14166684	0.12764575	0.04225675	0.027732957	0.03310695	0.02760477	0.027963147	0.038321055
BDEL_26	0	0	0	0	0	0	0	0	0	0.0451964	0.05777511	0.021295348	0	0	0	0.008863575	0.024784613	0.09676092	0.06836902	0.04415833	0.07130185	0.055308074	0	0	0	0	0	0
PROT_79	0.023890734	0	0	0.029560253	0.025541052	0	0	0	0	0.022362286	0.025634792	0.017383512	0.02294491	0.021560082	0.01942091	0.01904593	0.058805816	1.1538777	1.64096	0.47681743	0.35442623	0.1964875	0.028112289	0	0	0	0	0
BDEL_29	0	0	0	0	0	0	0	0	0	0	0	0.036200173	0.010673318	0	0	0	0.008127942	0.35399473	0.07946934	0.035315897	0.024377352	0.018974232	0	0	0	0	0	0
BACT_22	0.018411372	0.019539677	0.009417961	0	0	0.014407777	0.009902396	0.031223493	0.007629611	0.008226659	0.013300617	0.023920774	0.022811595	0.014293804	0.023523008	0.011093488	0.016907912	0.015614296	0.027025513	0.011166878	0.041124642	0.035028145	0.07224087	0.06939306	0.06202099	0.07199589	0.05837284	0.115913875
CHLO_72	0.011436134	0.016409311	0.048444238	0.117616	0.110888995	0.04811402	0.020365253	0	0	0.007886196	0.008089596	0.023755562	0.05239967	0.0906942	0.058456	0.01538826	0.01058539	0	0	0	0.009005342	0.01273228	0.03645694	0.037791077	0.0604027	0.14800426	0.14259739	0.029640662
PLAN_56	0.03155317	0.0265548	0.045807827	0	0	0	0	0	0.1982943	0.039257012	0.04081181	0.03669724	0.032505203	0.02279505	0.02110287	0.015452239	0.026739756	0.13120352	0.06704498	0.037544835	0.029904028	0.03512355	0.016847903	0.015906695	0.05212565	0.03346446	0.019252714	0.036840256
PLAN_57	0.007779397	0	0	0.013490888	0.018011384	0	0.009436565	0	0	0	0.009963129	0.016156018	0.025057329	0.013714356	0.013926988	0	0	0.008317054	0.016912501	0.009441919	0.03811893	0.051727816	0.03358047	0.02365537	0.03332973	0.07516339	0.04361756	0.030199414
ACTI_30	0	0	0	0	0	0.019593524	0.04576961	0.06785895	0.026020348	0.019323256	0.019908275	0	0.01750318	0.029960087	0.024626253	0.15063724	0.1744522	0.3708382	0.53518534	0.18379864	0.03953949	0.046899598	0.030157752	0.016599406	0.017692322	0.015193084	0.045474924	0.11539456
PROT_81	0.13332321	0.16194925	0.22886711	0.20644948	0.16407183	0.21332675	0.20140618	0.26370874	0.2968845	0.106856994	0.07498903	0.25634456	0.38552314	0.492925	0.1170609	0.11991982	0.1635276	0.06558868	0.14201787	0.2549491	0.18541956	0.26704353	0.13174719	0.11504227	0.08588616	0.22918184	0.22595346	0.10437657
VERR_06	0	0	0	0	0	0	0	0	0	0	0.009395953	0.0636391	0.06339046	0.06742527	0.020554679	0.028772246	0.02253287	0.012811777	0	0.012063893	0.008645315	0.015913567	0.030991402	0.03680509	0.088532336	0.161671	0.07856668	0.028635664
ACTI_04	0.2836263	0.17471808	0.19414069	0.24148114	0.19903079	0.20906669	0.19531305	0.055098485	0.18687862	0.30343574	0.252276	0.19784679	0.19279198	0.30005008	0.30012137	0.1934062	0.22562769	0.16671655	0.17085686	0.28940806	0.39405265	0.4606382	0.2719589	0.15690964	0.13465647	0.19256066	0.18580805	0.17984423
PROT_238	0.115394995	0.10838816	0.018042374	0.01300335	0.030962143	0.063346386	0.12687477	0.089235865	0.017977726	0.17766298	0.14623995	0.021277485	0.023213381	0.010748243	0.12732925	0.23591837	0.1249234	0.14207979	0.07696819	0.6382036	0.115577996	0.12961817	0.030771025	0.04940697	0.14864358	0.073909655	0.10104343	0.04393707
PATE_80	0	0.036625747	0.05357784	0.07464796	0.09866913	0.023222607	0.010222504	0	0	0	0.017106952	0.027172938	0.038448315	0.018242877	0.11775559	0.035305925	0.006357565	0	0	0	0	0	0.3373004	0.14004882	0.23320548	0.038104128	0.024168566	0.012043305
PROT_240	0.027992245	0.017866796	0.019780906	0	0	0	0	0	0	0.08010142	0.047438208	0.015148118	0	0	0.015006169	0.006731927	0	0.021499459	0.019195879	0.012880564	0.021510076	0.011781927	0.009519855	0.107066	0.04919881	0.023006577	0	0.033599857
VERR_31	0.01527135	0.026291206	0.11980576	0.07254128	0.08071867	0.032265253	0.027443035	0.009394244	0.011794693	0	0.026561711	0.061784483	0.016292572	0.04280121	0.060950235	0.034042556	0.056029458	0.05505468	0.014974484	0.013498948	0.019028366	0.07167479	0.041302938	0.07211161	0.043982714	0.091710865	0.09705852	0.040273502
CHLO_25	0	0	0	0	0	0	0	0	0.015438624	0.049208876	0.016237691	0	0.01116026	0	0.015552093	0.030926494	0.04322335	0.06388164	0.10095127	0.104994275	0.055249926	0.031691756	0	0	0	0	0	0
PLAN_44	0.044781376	0	0	0	0	0	0.027899278	0.07182432	0.14082459	0.05465621	0.052428696	0.039672412	0.030705873	0.026875174	0.024086272	0.04318355	0.07652347	0.09817485	0.18463503	0.107001774	0.07870222	0.07705352	0.02344249	0	0	0	0	0
MYXO_25	0.00919803	0.02349205	0.009822919	0	0.01095414	0.024629392	0	0.012367575	0	0.04482201	0.03862992	0.01989648	0	0	0	0.01340864	0.010892834	0.0418604	0.008102134	0	0.03896197	0.032450363	0.015928151	0.101990044	0.046251364	0.06463173	0.010729481	0.05587918
CALD_04	0.033096243	0.011077777	0	0	0	0	0	0	0.011717506	0.097567536	0.08991559	0.021149626	0	0	0.008620205	0	0	0.015109115	0.017402824	0.011186975	0.031203266	0.011164999	0	0.021621795	0.016248671	0.023565358	0	0.010310908
FIRM_05	0.022186635	0.037966352	0.03780473	0.03779474	0.028798763	0.032795504	0.02669618	0.033782735	0.03710343	0.020915179	0.034307636	0.025453351	0.03969923	0.021584228	0.030487085	0.03573531	0.048469227	0.027026076	0.023757566	0.034882244	0.04868171	0.03485554	0.042245947	0.050812565	0.03986951	0.048952695	0.040984962	0.05209711
BDEL_27	0.023496386	0	0	0.01214137	0.015911741	0.049226977	0.05592215	0.010589654	0.078646325	0.040619124	0.066221386	0.011279136	0	0	0	0	0	0.011265074	0.031944994	0.08187645	0.09057297	0.057468753	0.020581229	0.012968402	0.014645419	0	0	0
PROT_97	0.17032552	0.12331002	0.08039891	0.09235215	0.12883972	0.16671763	0.15088773	0.23305373	0.2196112	0.1805742	0.23858497	0.18593855	0.15204239	0.11703613	0.09369594	0.1524114	0.2246475	0.2002038	0.2215365	0.26561877	0.19543043	0.21287447	0.06113153	0.040912833	0.035137374	0.053056084	0.04075434	0.045489147
MYXO_34	0.04042783	0.0451698	0.023868995	0.014039508	0.021398256	0.026195906	0.011802455	0.20470567	0.024716731	0.05415957	0.05814382	0.048372936	0.011364687	0	0.07964808	0.04970277	0.06806038	0.16212709	0.10068803	0.13793907	0.11210915	0.096743494	0.073003925	0.12408555	0.07451556	0.040656846	0.06820661	0.16162765
ACTI_57	0.018864209	0.015670432	0.016027821	0.022114635	0.021345172	0.025406623	0.03586917	0.55478984	0.07202688	0.02264772	0.027132541	0.016871052	0.0235939	0.02614632	0.019665154	0.08097911	0.28563592	0.5767104	0.0791639	0.047008663	0.022660367	0.026190706	0.015076816	0.01368177	0	0.013035073	0.016976813	0.025040573
PATE_57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.14374277	0.07085896	0.17659438	0	0	0	0	0	0	0	0	0.037940696
ACTI_59	0.6644454	0.49807134	0.5859016	0.61420524	0.45526335	1.1343977	1.0966305	0.80317837	1.0423443	0.74937385	0.5927367	0.3450979	0.4387	0.5896788	0.6655834	0.65508723	1.1369052	0.79117304	1.1646409	0.7172513	0.84544367	0.8762138	0.33429414	0.2564359	0.2732115	0.3184908	0.62362593	0.4507246
ACTI_47	0	0	0	0	0	0.021470852	0.049481306	0	0	0	0	0	0.031988896	0.04640829	0.045580775	0.07081987	0.10623678	0.079880744	0.05273196	0.060184963	0.0570253	0.048019085	0.18189971	1.3602622	0.37523025	0.11500827	0.2681104	0.16638675
MYXO_04	0.007737798	0	0.0736783	0	0	0.022022989	0	0	0	0.08239268	0.09337378	0.024836682	0	0	0.017249072	0	0	0.06475294	0.027047258	0.030893182	0.035918333	0.11495651	0.017753003	0.059944753	0.11100678	0.04578802	0.036309026	0.33278668
PATE_23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.010568497	0.01837735	0.06866309	0.07981533	0.21484526	0.010539592	0.059824634	0.15140584
PLAN_69	0.06357861	0.017636148	0	0	0	0.008587522	0.05547461	0.06435614	0.047029298	0.041388392	0.068306655	0.010191907	0	0	0	0	0.045768954	0.057921693	0.059588153	0.049348902	0.036127277	0.03800443	0.025633248	0.041521262	0.035698842	0	0.01786318	0.04988653
PATE_63	0.30376	0.023300448	0	0.22059576	0.10149818	0.24369018	0.098510176	0.007641176	0.007096132	0.055792484	0.037131578	0.096684106	0.19017927	0.061472323	0.080863535	0.053169753	0.029154208	0	0	0	0	0.01943992	0.12810247	0.11545463	0.23309477	0.019631622	0.018225454	0.021941913
BACT_23	0.017458994	0.044545755	0.024640098	0.010730263	0.010978458	0.03888866	0	0.02632658	0.03229776	0.050189167	0.0384504	0.042310216	0	0	0.024381494	0.022109998	0	0.025967224	0.020960737	0.014223557	0.06662162	0.0423041	0.02052077	0.1130432	0.07167889	0.26789528	0.021745343	0.058059167
CHLO_26	0.05348004	0.044991262	0.03966016	0.036837466	0.045045644	0.031827074	0.024037518	0.029387582	0.033245757	0.09073881	0.08488106	0.028597446	0.029085932	0.015384763	0.025381403	0.020060638	0.020182962	0.051039234	0.066297956	0.04304512	0.0948905	0.13403894	0.07627708	0.04199297	0.037331138	0.02547286	0.036901455	0.034039292
BDEL_28	0.013216088	0.011012755	0.018702384	0.024059176	0.025216034	0.013335672	0.025638485	0	0	0.025804903	0.06225241	0.036275737	0.021401394	0.015306754	0.031044513	0.015031387	0.0068649	0	0	0	0.032285582	0.13744171	0.054421995	0.04287623	0.12950738	0.074537404	0.051733878	0.028121378
VERR_35	0.04854888	0.060726292	0.15655425	0.10695731	0.028843852	0.028417295	0.019287737	0.017920202	0.16055204	0.07335783	0.04960259	0.055261478	0.01190754	0.00873069	0.14919265	0.251211	0.11989555	0.08644354	0.045779828	0.087702684	0.05339243	0.0983626	0	0.037707966	0.076746866	0.08764581	0.19435118	0
CHLO_27	0.1825386	0.2508033	0.24133354	0.19448532	0.15331417	0.14809056	0.11498559	0.035119772	0.11086255	0.09166413	0.1132394	0.08022469	0.13073264	0.18190853	0.099138185	0.033349756	0.05889749	0.08385508	0.11039744	0.11382547	0.12908222	0.12732714	0.09154917	0.07098224	0.098370805	0.17654222	0.09610351	0.027726816
BDEL_19	0.120162345	0.089464284	0.04832346	0.06028429	0.0973265	0.13000123	0.08988173	0.013074941	0	0.012356805	0.053200714	0.064011	0.08951693	0.067282595	0.019326119	0.010023509	0.009314584	0.013827701	0.021873731	0.011239173	0.27936023	0.25413227	0.115974635	0.03225295	0.047651526	0.054659396	0.04176904	0.03223376
PATE_58	0.076837204	0.12344546	0.014569118	0	0.07301129	0.03812306	0.065603234	0.024372159	0	0	0	0	0	0	0	0.006618055	0	0	0	0	0.014482298	0.02643395	0.28807867	0.010078982	0	0.11158902	0.09939704	0.1683157
PROT_105	0.14380778	0.11461778	0.2053175	0.08032066	0.0920084	0.102895856	0.06338753	0.1321969	0.17528567	0.22609	0.3119616	0.33137405	0.26044503	0.23335242	0.18068601	0.1548018	0.15881303	0.17688324	0.21795693	0.15900199	0.24711727	0.2558051	0.298506	0.26003534	0.20620279	0.24087492	0.27975026	0.22533493
PROT_62	0.2248857	0.23941492	0.24524477	0.28477132	0.3111754	0.27918205	0.3002375	0.24676149	0.30132046	0.21821769	0.20856327	0.20612383	0.24180432	0.314378	0.26063368	0.22497828	0.27784747	0.19254167	0.16270584	0.25679848	0.24345371	0.2371754	0.177587	0.16816556	0.117576875	0.23457308	0.15657072	0.17851254
